Recency,Frequency,Monetary,Total_Quantity,Avg_Order_Value,Purchase_Frequency,Customer_Value,Cluster
17,3,216.9,54,72.3,0.0,650.7,1
240,23,350.75,425,15.25,0.0,8067.25,1
71,34,668.4300000000001,218,19.65970588235294,4.264705882352941,22726.620000000003,1
16,321,3131.02,1124,9.753956386292835,0.9439252336448598,1005057.42,1
2,41,1341.6,1776,32.72195121951219,6.2439024390243905,55005.6,1
94,72,1156.36,1249,16.060555555555553,2.736111111111111,83257.92,1
161,25,300.04,496,12.001600000000002,0.0,7501.000000000001,1
373,1,79.6,8,79.6,0.0,79.6,1
95,28,948.25,439,33.86607142857143,9.928571428571429,26551.0,1
53,24,1647.26,516,68.63583333333334,11.791666666666666,39534.24,1
287,9,296.25,152,32.916666666666664,0.0,2666.25,1
123,76,1186.28,876,15.608947368421052,1.605263157894737,90157.28,1
287,35,741.26,512,21.178857142857144,0.0,25944.1,1
151,12,282.59999999999997,214,23.549999999999997,13.75,3391.2,1
3,342,2161.35,1264,6.319736842105263,0.17251461988304093,739181.7,1
1,142,5189.52,3188,36.54591549295775,2.5704225352112675,736911.8400000001,1
11,117,3190.55,1844,27.26965811965812,3.0854700854700856,373294.35000000003,1
32,25,659.4100000000001,287,26.376400000000004,1.48,16485.250000000004,1
53,57,286.79,197,5.03140350877193,3.543859649122807,16347.03,1
49,70,1070.65,642,15.295000000000002,1.8428571428571427,74945.5,1
218,7,306.72,272,43.81714285714286,0.0,2147.04,1
62,15,1714.96,728,114.33066666666667,0.0,25724.4,1
70,208,1521.76,932,7.3161538461538465,1.2788461538461537,316526.08,1
1,368,17220.36,7322,46.79445652173913,1.0081521739130435,6337092.48,1
1,135,2796.51,1163,20.71488888888889,2.7037037037037037,377528.85000000003,1
63,119,2634.45,1477,22.138235294117646,1.5294117647058822,313499.55,1
33,177,1132.13,546,6.396214689265538,1.1581920903954803,200387.01,1
81,22,345.0,192,15.681818181818182,0.0,7590.0,1
0,197,25977.16,12897,131.86375634517768,1.8883248730964468,5117500.52,1
102,9,178.7,70,19.855555555555554,0.0,1608.3,1
6,57,360.01,318,6.315964912280702,2.8596491228070176,20520.57,1
250,17,127.84,30,7.5200000000000005,0.0,2173.28,1
12,115,912.0,371,7.930434782608696,2.739130434782609,104880.0,1
9,31,2462.79,2493,79.44483870967741,10.387096774193548,76346.49,1
366,7,230.39999999999998,136,32.91428571428571,0.0,1612.7999999999997,1
75,31,309.04,337,9.969032258064518,9.290322580645162,9580.24,1
3,45,348.8,748,7.751111111111111,0.0,15696.0,1
127,11,1516.0,1200,137.8181818181818,3.6363636363636362,16676.0,1
65,13,195.55,92,15.042307692307693,17.0,2542.15,1
0,349,37153.85,23948,106.4580229226361,1.0601719197707737,12966693.65,1
116,39,688.86,402,17.663076923076922,4.538461538461538,26865.54,1
309,33,558.32,331,16.91878787878788,0.0,18424.56,1
66,23,324.8,168,14.121739130434783,0.0,7470.400000000001,1
138,60,4599.42,2572,76.657,2.8666666666666667,275965.2,1
254,17,277.07,121,16.298235294117646,0.0,4710.19,1
30,137,2635.79,1498,19.23934306569343,1.8905109489051095,361103.23,1
51,13,924.6,1900,71.12307692307692,5.846153846153846,12019.800000000001,1
63,10,256.38,56,25.637999999999998,0.0,2563.8,1
366,7,112.6,36,16.085714285714285,0.0,788.1999999999999,1
5,76,1747.66,782,22.995526315789476,1.1973684210526316,132822.16,1
304,12,155.05,29,12.920833333333334,0.0,1860.6000000000001,1
28,35,1499.01,312,42.828857142857146,0.7714285714285715,52465.35,1
183,13,814.5,68,62.65384615384615,4.230769230769231,10588.5,1
41,36,539.0,333,14.972222222222221,1.75,19404.0,1
39,69,1366.8600000000001,552,19.809565217391306,1.3768115942028984,94313.34000000001,1
91,57,1579.12,864,27.703859649122805,0.7719298245614035,90009.84,1
21,176,4027.36,2560,22.882727272727273,1.6818181818181819,708815.36,1
23,28,571.6700000000001,269,20.416785714285716,1.4285714285714286,16006.760000000002,1
28,24,382.98,211,15.957500000000001,13.416666666666666,9191.52,1
301,36,1140.35,1109,31.676388888888887,0.5,41052.6,1
144,59,385.64,153,6.536271186440678,1.9661016949152543,22752.76,1
5,96,632.0,611,6.583333333333333,0.3541666666666667,60672.0,1
18,40,957.66,439,23.941499999999998,1.8,38306.4,1
32,46,1698.94,768,36.93347826086956,6.021739130434782,78151.24,1
175,10,189.5,82,18.95,0.0,1895.0,1
57,93,412.05,141,4.430645161290323,0.9139784946236559,38320.65,1
21,15,209.49,311,13.966000000000001,0.0,3142.3500000000004,1
15,74,2202.99,745,29.77013513513513,4.77027027027027,163021.25999999998,1
18,3,52.199999999999996,28,17.4,0.0,156.6,1
158,29,384.8,118,13.26896551724138,0.0,11159.2,1
24,55,834.57,442,15.174000000000001,3.4545454545454546,45901.350000000006,1
211,19,271.24,183,14.275789473684211,5.526315789473684,5153.56,1
5,174,691.73,263,3.975459770114943,2.0919540229885056,120361.02,1
252,1,85.0,100,85.0,0.0,85.0,1
58,206,3385.62,1768,16.43504854368932,1.4951456310679612,697437.72,1
10,20,361.62,196,18.081,0.0,7232.4,1
64,9,312.98,182,34.775555555555556,0.0,2816.82,1
24,55,865.0600000000001,388,15.728363636363637,6.090909090909091,47578.3,1
91,5,1255.0,3700,251.0,54.6,6275.0,0
51,101,1537.95,1016,15.227227722772279,1.1782178217821782,155332.95,1
128,93,1595.48,944,17.155698924731183,0.0,148379.64,1
95,81,2651.46,1705,32.73407407407407,2.3703703703703702,214768.26,1
56,23,1090.14,312,47.39739130434783,0.0,25073.22,1
8,110,8109.5199999999995,2296,73.72290909090908,3.2363636363636363,892047.2,1
168,14,388.5,494,27.75,2.4285714285714284,5439.0,1
56,11,216.17,75,19.651818181818182,0.0,2377.87,1
325,28,201.16,129,7.184285714285714,0.0,5632.48,1
0,76,1245.9,591,16.39342105263158,1.118421052631579,94688.40000000001,1
17,139,2209.36,1688,15.894676258992806,2.258992805755396,307101.04000000004,1
247,20,305.78,224,15.288999999999998,0.0,6115.599999999999,1
57,30,501.56,204,16.718666666666667,7.7,15046.8,1
73,7,145.67000000000002,57,20.810000000000002,0.0,1019.69,1
30,61,1015.29,513,16.644098360655736,3.0491803278688523,61932.689999999995,1
6,33,3192.54,1964,96.74363636363637,0.9393939393939394,105353.81999999999,1
122,307,3104.95,1721,10.11384364820847,0.758957654723127,953219.6499999999,1
1,115,2770.94,1325,24.095130434782607,2.4782608695652173,318658.10000000003,1
22,336,6403.25,2806,19.057291666666668,0.8511904761904762,2151492.0,1
119,23,389.6,140,16.93913043478261,8.26086956521739,8960.800000000001,1
357,18,540.45,180,30.025000000000002,0.0,9728.1,1
53,104,1786.79,1316,17.180673076923078,2.375,185826.16,1
63,7,122.7,36,17.52857142857143,0.0,858.9,1
85,3,117.24,108,39.08,0.0,351.71999999999997,1
54,36,1281.53,475,35.598055555555554,0.0,46135.08,1
20,165,3219.77,1842,19.513757575757577,2.090909090909091,531262.05,1
3,178,17159.52,10118,96.40179775280899,1.7303370786516854,3054394.56,1
2,65,1191.13,953,18.325076923076924,0.9384615384615385,77423.45000000001,1
10,142,2674.48,1436,18.834366197183098,1.704225352112676,379776.16,1
6,59,787.6,300,13.349152542372881,4.677966101694915,46468.4,1
188,28,506.8,182,18.1,0.39285714285714285,14190.4,1
70,16,243.56,126,15.2225,0.0,3896.96,1
203,19,349.55,147,18.397368421052633,0.0,6641.45,1
119,40,605.63,258,15.14075,2.45,24225.2,1
92,15,416.90000000000003,146,27.793333333333337,0.0,6253.500000000001,1
0,110,1883.8100000000002,831,17.125545454545456,3.2454545454545456,207219.1,1
26,27,632.97,983,23.443333333333335,8.11111111111111,17090.190000000002,1
297,21,821.1,190,39.1,0.0,17243.100000000002,1
23,27,564.62,354,20.911851851851853,10.592592592592593,15244.74,1
27,118,2593.07,1365,21.975169491525424,1.152542372881356,305982.26,1
49,17,311.16,200,18.303529411764707,0.0,5289.72,1
325,12,155.93,133,12.994166666666667,0.0,1871.16,1
15,19,388.52,156,20.448421052631577,13.578947368421053,7381.879999999999,1
182,43,740.95,430,17.23139534883721,1.8372093023255813,31860.850000000002,1
71,149,2867.2,1739,19.242953020134227,1.651006711409396,427212.8,1
36,26,332.64,332,12.793846153846154,9.884615384615385,8648.64,1
79,122,2369.55,1478,19.42254098360656,1.6065573770491803,289085.10000000003,1
56,148,2580.91,2731,17.43858108108108,1.695945945945946,381974.68,1
11,33,626.45,380,18.983333333333334,0.7272727272727273,20672.850000000002,1
49,18,272.04,228,15.113333333333335,7.833333333333333,4896.72,1
49,30,1212.8400000000001,1140,40.428000000000004,6.766666666666667,36385.200000000004,1
58,28,384.81,474,13.743214285714286,2.2142857142857144,10774.68,1
351,7,172.25,93,24.607142857142858,0.0,1205.75,1
53,20,351.13,185,17.5565,0.0,7022.6,1
1,117,1838.8500000000001,1575,15.716666666666669,0.5982905982905983,215145.45,1
92,41,678.25,331,16.54268292682927,1.024390243902439,27808.25,1
22,11,223.85000000000002,104,20.35,0.0,2462.3500000000004,1
74,21,348.99,214,16.61857142857143,0.0,7328.79,1
10,27,464.57,129,17.206296296296298,4.518518518518518,12543.39,1
168,9,842.65,143,93.62777777777778,17.444444444444443,7583.849999999999,1
57,17,337.34,274,19.843529411764706,4.588235294117647,5734.78,1
95,58,1237.53,725,21.336724137931036,3.189655172413793,71776.74,1
294,16,307.4,72,19.2125,0.0,4918.4,1
108,23,608.7900000000001,205,26.469130434782613,1.6956521739130435,14002.170000000002,1
263,31,922.1,390,29.74516129032258,0.0,28585.100000000002,1
179,26,376.58,330,14.483846153846153,0.0,9791.08,1
168,9,158.85,123,17.65,0.0,1429.6499999999999,1
34,7,71.66,70,10.237142857142857,0.0,501.62,1
22,45,568.55,847,12.634444444444444,6.4,25584.749999999996,1
16,49,839.14,516,17.12530612244898,2.5714285714285716,41117.86,1
21,45,5112.96,2364,113.62133333333334,7.777777777777778,230083.2,1
78,11,561.5699999999999,443,51.05181818181818,17.09090909090909,6177.2699999999995,1
64,5,90.6,44,18.119999999999997,0.0,453.0,1
360,3,102.0,40,34.0,0.0,306.0,1
2,160,2427.32,2474,15.170750000000002,0.56875,388371.2,1
10,35,745.06,323,21.28742857142857,6.714285714285714,26077.1,1
175,39,674.45,459,17.293589743589745,3.0256410256410255,26303.550000000003,1
217,137,3251.071,1431,23.730445255474454,0.145985401459854,445396.727,1
6,20,3515.68,2724,175.784,17.25,70313.59999999999,1
1,25,439.92,150,17.5968,2.76,10998.0,1
153,33,322.96,154,9.786666666666665,4.575757575757576,10657.679999999998,1
4,152,1026.42,491,6.752763157894737,1.75,156015.84000000003,1
78,92,598.2,357,6.502173913043479,3.0760869565217392,55034.4,1
20,12,230.22,142,19.185,4.166666666666667,2762.64,1
21,11,169.55,87,15.413636363636364,20.272727272727273,1865.0500000000002,1
307,35,664.54,460,18.986857142857144,1.6857142857142857,23258.899999999998,1
145,2,80.7,42,40.35,0.0,161.4,1
6,626,9053.94,4542,14.463162939297126,0.5702875399361023,5667766.44,1
18,149,2758.26,1844,18.511812080536913,1.7852348993288591,410980.74000000005,1
70,15,190.25,187,12.683333333333334,8.733333333333333,2853.75,1
286,11,264.7,109,24.063636363636363,0.0,2911.7,1
48,28,413.59000000000003,249,14.77107142857143,0.0,11580.52,1
30,338,2526.28,1732,7.474201183431953,0.7248520710059172,853882.64,1
206,10,357.98,154,35.798,0.0,3579.8,1
14,15,196.79000000000002,315,13.119333333333335,2.0,2951.8500000000004,1
72,54,869.87,639,16.108703703703704,0.0,46972.98,1
59,11,200.14,172,18.19454545454545,0.0,2201.54,1
38,111,1871.81,1136,16.863153153153153,2.936936936936937,207770.91,1
29,107,2603.43,1183,24.3311214953271,3.149532710280374,278567.01,1
26,16,920.51,679,57.531875,21.1875,14728.16,1
3,349,7060.13,3445,20.229598853868197,0.7449856733524355,2463985.37,1
16,13,320.46,430,24.650769230769228,0.0,4165.98,1
19,234,4147.96,3044,17.726324786324785,1.0,970622.64,1
65,41,1266.08,1313,30.88,4.219512195121951,51909.28,1
212,16,311.3,190,19.45625,0.0,4980.8,1
11,84,855.97,998,10.190119047619048,1.5595238095238095,71901.48,1
29,5,76.8,64,15.36,0.0,384.0,1
42,121,3466.36,900,28.647603305785125,2.371900826446281,419429.56,1
3,155,2313.14,940,14.923483870967742,0.9290322580645162,358536.69999999995,1
14,86,1393.69,879,16.205697674418605,2.6744186046511627,119857.34000000001,1
9,208,3901.81,2243,18.758701923076924,1.6875,811576.48,1
210,15,635.66,710,42.37733333333333,0.0,9534.9,1
45,39,2043.0800000000002,962,52.38666666666667,8.384615384615385,79680.12000000001,1
133,47,529.73,877,11.270851063829788,0.46808510638297873,24897.31,1
42,171,4582.64,2668,26.799064327485382,1.432748538011696,783631.4400000001,1
9,84,2874.72,2478,34.22285714285714,2.4523809523809526,241476.47999999998,1
115,30,962.19,641,32.073,6.533333333333333,28865.7,1
197,42,695.61,365,16.562142857142856,0.16666666666666666,29215.62,1
277,11,328.8,160,29.89090909090909,0.0,3616.8,1
109,34,473.02,462,13.91235294117647,4.852941176470588,16082.68,1
76,39,505.18,1076,12.953333333333333,0.0,19702.02,1
52,20,917.34,378,45.867000000000004,0.0,18346.8,1
161,161,4341.21,2125,26.964037267080744,1.2111801242236024,698934.81,1
46,66,1421.61,1037,21.539545454545454,1.378787878787879,93826.26,1
16,39,642.8,441,16.48205128205128,1.8205128205128205,25069.199999999997,1
154,22,631.9,192,28.722727272727273,4.590909090909091,13901.8,1
224,28,440.0,487,15.714285714285714,0.0,12320.0,1
6,31,584.07,345,18.840967741935486,7.806451612903226,18106.170000000002,1
121,16,327.7,150,20.48125,0.125,5243.2,1
60,6,104.82,62,17.47,0.0,628.92,1
62,15,467.66,198,31.177333333333333,5.333333333333333,7014.900000000001,1
17,243,2360.09,1479,9.712304526748971,1.4320987654320987,573501.87,1
6,250,17286.86,5788,69.14744,1.46,4321715.0,1
1,143,2975.59,2032,20.80832167832168,2.5454545454545454,425509.37,1
21,89,651.8199999999999,423,7.323820224719101,1.5168539325842696,58011.979999999996,1
28,66,1428.02,739,21.636666666666667,4.0606060606060606,94249.31999999999,1
284,38,626.65,268,16.49078947368421,0.0,23812.7,1
175,28,147.20000000000002,46,5.257142857142858,6.714285714285714,4121.6,1
77,92,1560.38,965,16.960652173913044,1.391304347826087,143554.96000000002,1
32,6,152.2,92,25.366666666666664,0.0,913.1999999999999,1
40,235,3614.92,1554,15.38263829787234,1.2340425531914894,849506.2000000001,1
265,21,141.41,94,6.733809523809524,0.0,2969.61,1
26,209,652.82,308,3.1235406698564594,1.354066985645933,136439.38,1
108,6,1659.75,535,276.625,44.0,9958.5,0
283,14,154.99,460,11.070714285714287,0.0,2169.86,1
8,32,1308.6100000000001,381,40.894062500000004,11.375,41875.520000000004,1
304,85,409.93,288,4.822705882352941,0.0,34844.05,1
16,488,5681.72,3870,11.642868852459017,0.6168032786885246,2772679.3600000003,1
31,54,746.36,689,13.821481481481483,1.3703703703703705,40303.44,1
0,210,15610.390000000001,3756,74.33519047619048,1.7380952380952381,3278181.9000000004,1
19,56,225.36,89,4.024285714285715,0.0,12620.16,1
123,4,260.25,215,65.0625,8.75,1041.0,1
64,6,92.46,62,15.409999999999998,0.0,554.76,1
105,10,725.6400000000001,216,72.56400000000001,0.0,7256.4000000000015,1
0,1106,8214.65,4273,7.427350813743218,0.2549728752260398,9085402.9,1
23,284,6217.96,4876,21.894225352112677,1.1830985915492958,1765900.64,1
266,8,183.6,128,22.95,0.0,1468.8,1
4,202,6140.42,5386,30.39811881188119,1.8217821782178218,1240364.84,1
9,111,10464.85,5593,94.27792792792793,3.189189189189189,1161598.35,1
28,80,1353.74,1788,16.92175,3.0625,108299.2,1
266,7,152.55,45,21.792857142857144,0.0,1067.8500000000001,1
63,52,374.7,361,7.2057692307692305,0.6153846153846154,19484.399999999998,1
319,24,265.85,73,11.077083333333334,0.0,6380.400000000001,1
3,324,1438.82,995,4.440802469135802,0.8055555555555556,466177.68,1
31,13,151.04,130,11.618461538461538,0.0,1963.52,1
4,43,942.26,754,21.913023255813954,5.953488372093023,40517.18,1
128,46,122.47,81,2.662391304347826,0.0,5633.62,1
40,42,499.41999999999996,268,11.89095238095238,5.5476190476190474,20975.64,1
101,65,1049.37,310,16.144153846153845,4.1692307692307695,68209.04999999999,1
124,12,375.1,301,31.258333333333336,0.0,4501.200000000001,1
32,4,45.599999999999994,48,11.399999999999999,0.0,182.39999999999998,1
301,153,934.52,596,6.10797385620915,0.43790849673202614,142981.56,1
364,29,182.25,110,6.2844827586206895,0.0,5285.25,1
3,181,1018.43,732,5.626685082872928,2.027624309392265,184335.83,1
1,450,4448.54,3184,9.885644444444445,0.8133333333333334,2001843.0,1
2,69,194.42,251,2.8176811594202897,0.0,13414.98,1
9,589,50491.81,12665,85.7246349745331,0.5297113752122241,29739676.09,1
56,14,161.0,134,11.5,0.0,2254.0,1
324,1,76.32000000000001,72,76.32000000000001,0.0,76.32000000000001,1
7,214,4076.91,2066,19.050981308411213,1.6355140186915889,872458.74,1
11,105,442.85,406,4.217619047619048,0.0,46499.25,1
3,5111,65164.79,16352,12.749909998043435,0.018978673449422813,333057241.69,3
36,21,147.35,104,7.016666666666667,0.0,3094.35,1
15,250,3104.17,2179,12.41668,1.352,776042.5,1
137,26,194.9,64,7.496153846153846,0.0,5067.400000000001,1
73,35,5976.79,6942,170.76542857142857,7.2,209187.65,1
4,79,1360.28,961,17.21873417721519,0.4936708860759494,107462.12,1
154,21,216.20999999999998,72,10.295714285714284,0.5238095238095238,4540.41,1
238,74,1266.23,800,17.111216216216217,0.0,93701.02,1
51,123,2703.23,1793,21.977479674796747,2.5365853658536586,332497.29,1
30,34,597.91,381,17.585588235294118,2.0588235294117645,20328.94,1
72,9,144.2,88,16.022222222222222,0.0,1297.8,1
3,155,5683.15,2445,36.66548387096774,1.696774193548387,880888.25,1
13,10,692.85,458,69.285,22.7,6928.5,1
22,160,2915.15,1651,18.2196875,1.58125,466424.0,1
3,34,1840.42,745,54.13,10.323529411764707,62574.28,1
273,15,386.53,101,25.768666666666665,3.7333333333333334,5797.95,1
19,72,1382.74,707,19.204722222222223,1.4027777777777777,99557.28,1
143,3,90.0,72,30.0,0.0,270.0,1
3,159,2780.15,2082,17.485220125786164,0.3522012578616352,442043.85000000003,1
83,5,419.58000000000004,1618,83.91600000000001,0.0,2097.9,1
10,167,2740.43,1640,16.409760479041914,0.40119760479041916,457651.81,1
7,15,706.1300000000001,508,47.07533333333334,0.13333333333333333,10591.95,1
122,44,709.71,321,16.129772727272726,4.25,31227.24,1
60,46,637.5,564,13.858695652173912,4.239130434782608,29325.0,1
1,52,1123.8600000000001,592,21.61269230769231,4.980769230769231,58440.72000000001,1
318,67,483.86,258,7.221791044776119,0.0,32418.620000000003,1
1,200,3586.0299999999997,3368,17.930149999999998,0.905,717206.0,1
129,28,605.64,348,21.63,6.642857142857143,16957.92,1
1,134,4690.31,3850,35.00231343283583,2.7686567164179103,628501.54,1
1,47,982.3800000000001,610,20.901702127659576,1.3191489361702127,46171.86000000001,1
45,26,415.82,510,15.993076923076924,0.0,10811.32,1
3,66,935.05,811,14.167424242424241,0.4090909090909091,61713.299999999996,1
2,40,915.13,355,22.87825,2.55,36605.2,1
372,22,311.81,313,14.173181818181819,0.0,6859.82,1
133,7,115.8,30,16.54285714285714,0.0,810.6,1
46,11,3742.2,756,340.2,15.454545454545455,41164.2,1
8,210,4191.0,2437,19.957142857142856,1.6571428571428573,880110.0,1
77,5,483.4,108,96.67999999999999,41.4,2417.0,0
233,3,157.2,16,52.4,0.0,471.59999999999997,1
220,28,446.62,218,15.950714285714286,0.0,12505.36,1
35,26,658.64,496,25.33230769230769,12.461538461538462,17124.64,1
74,49,621.29,711,12.67938775510204,3.2244897959183674,30443.21,1
238,52,1345.62,465,25.87730769230769,0.0,69972.23999999999,1
265,6,118.75,25,19.791666666666668,0.0,712.5,1
9,1400,117379.63,57885,83.84259285714286,0.25785714285714284,164331482.0,1
19,48,432.88,284,9.018333333333333,5.520833333333333,20778.239999999998,1
39,41,507.66,781,12.381951219512196,0.0,20814.06,1
19,1204,4693.01,4408,3.8978488372093025,0.28488372093023256,5650384.04,1
215,108,1110.52,455,10.282592592592593,1.4166666666666667,119936.16,1
173,25,289.36,142,11.5744,4.72,7234.0,1
86,52,2445.91,893,47.036730769230765,2.9038461538461537,127187.31999999999,1
70,29,1631.77,1033,56.26793103448276,0.3448275862068966,47321.33,1
275,25,122.53999999999999,54,4.901599999999999,0.0,3063.5,1
38,52,574.84,150,11.054615384615385,5.596153846153846,29891.68,1
97,58,363.79,167,6.272241379310345,0.0,21099.82,1
10,29,450.84,150,15.546206896551723,7.172413793103448,13074.359999999999,1
32,26,134.46,94,5.171538461538462,0.0,3495.96,1
59,149,3222.3,1515,21.626174496644296,1.8053691275167785,480122.7,1
296,31,576.9000000000001,209,18.609677419354842,2.2580645161290325,17883.9,1
85,42,559.41,205,13.319285714285714,2.2142857142857144,23495.219999999998,1
8,327,1620.93,1505,4.9569724770642205,0.5290519877675841,530044.11,1
40,165,719.78,330,4.36230303030303,0.06666666666666667,118763.7,1
10,240,4748.52,719,19.785500000000003,1.5041666666666667,1139644.8,1
66,24,452.89,127,18.870416666666667,0.0,10869.36,1
330,3,197.65,6,65.88333333333334,0.0,592.95,1
30,65,2054.36,1162,31.605538461538462,4.292307692307692,133533.4,1
1,265,4654.08,3937,17.56256603773585,1.381132075471698,1233331.2,1
1,259,4684.76,3662,18.08787644787645,0.8416988416988417,1213352.84,1
67,42,853.39,445,20.318809523809524,4.785714285714286,35842.38,1
4,579,11349.52,5840,19.601934369602763,0.5233160621761658,6571372.08,1
201,7,1012.0,760,144.57142857142858,7.142857142857143,7084.0,1
106,6,335.52,142,55.919999999999995,0.0,2013.12,1
17,39,701.4,290,17.984615384615385,5.666666666666667,27354.6,1
217,2,185.39999999999998,28,92.69999999999999,0.0,370.79999999999995,1
59,37,747.44,590,20.20108108108108,8.08108108108108,27655.280000000002,1
1,44,161.03,82,3.659772727272727,0.0,7085.32,1
16,24,466.7,204,19.445833333333333,10.291666666666666,11200.8,1
238,20,328.15999999999997,276,16.407999999999998,0.0,6563.199999999999,1
94,10,151.74,114,15.174000000000001,0.0,1517.4,1
10,87,2073.43,691,23.83252873563218,3.689655172413793,180388.40999999997,1
105,102,1905.8400000000001,760,18.684705882352944,2.5980392156862746,194395.68000000002,1
52,112,2241.1,1242,20.009821428571428,2.1517857142857144,251003.19999999998,1
89,9,1070.48,1152,118.94222222222223,0.0,9634.32,1
30,67,1004.38,751,14.990746268656716,3.671641791044776,67293.46,1
11,108,1789.72,1358,16.57148148148148,3.2962962962962963,193289.76,1
2,59,1839.3,594,31.17457627118644,0.576271186440678,108518.7,1
1,100,2004.98,689,20.0498,3.64,200498.0,1
42,12,169.48000000000002,160,14.123333333333335,0.0,2033.7600000000002,1
3,7,89.94,78,12.848571428571429,0.0,629.5799999999999,1
246,21,632.4,272,30.114285714285714,5.238095238095238,13280.4,1
41,193,3432.8,2191,17.78652849740933,1.5336787564766838,662530.4,1
176,41,683.17,607,16.662682926829266,0.0,28009.969999999998,1
91,60,991.13,585,16.518833333333333,2.85,59467.8,1
109,118,1050.12,514,8.899322033898304,1.771186440677966,123914.15999999999,1
28,67,2232.19,1308,33.31626865671642,3.582089552238806,149556.73,1
25,175,3350.96,1820,19.148342857142858,1.4742857142857142,586418.0,1
51,40,1547.2,610,38.68,7.025,61888.0,1
183,50,925.71,409,18.514200000000002,2.08,46285.5,1
42,115,2048.07,1941,17.80930434782609,1.9217391304347826,235528.05000000002,1
48,35,1462.72,680,41.792,7.6571428571428575,51195.200000000004,1
21,159,775.46,963,4.877106918238994,0.22012578616352202,123298.14,1
74,79,3144.86,1959,39.80835443037975,2.3417721518987342,248443.94,1
80,15,490.86,310,32.724000000000004,19.4,7362.900000000001,1
372,9,161.0,38,17.88888888888889,0.0,1449.0,1
325,8,146.85,111,18.35625,0.0,1174.8,1
42,112,2380.85,993,21.257589285714285,2.4285714285714284,266655.2,1
29,42,890.34,418,21.19857142857143,4.642857142857143,37394.28,1
183,10,213.70000000000002,146,21.37,0.0,2137.0,1
234,16,280.55,123,17.534375,5.6875,4488.8,1
8,141,2588.77,1221,18.360070921985816,2.5319148936170213,365016.57,1
219,108,1693.45,976,15.680092592592594,0.39814814814814814,182892.6,1
110,75,1474.06,804,19.654133333333334,1.8,110554.5,1
277,20,136.76999999999998,47,6.838499999999999,0.0,2735.3999999999996,1
317,8,302.58,102,37.8225,0.0,2420.64,1
6,111,1904.05,1200,17.153603603603603,0.7387387387387387,211349.55,1
1,78,2879.7000000000003,1674,36.91923076923077,0.7051282051282052,224616.60000000003,1
259,53,969.0600000000001,414,18.284150943396227,1.9622641509433962,51360.18,1
63,106,3099.7200000000003,1682,29.242641509433966,2.3962264150943398,328570.32,1
8,111,12669.98,7100,114.14396396396396,2.954954954954955,1406367.78,1
141,5,120.0,68,24.0,0.0,600.0,1
50,52,1163.45,406,22.37403846153846,0.5192307692307693,60499.4,1
7,143,2618.23,1645,18.3093006993007,1.6223776223776223,374406.89,1
154,17,333.97,70,19.64529411764706,5.294117647058823,5677.490000000001,1
108,31,530.18,330,17.10258064516129,1.2580645161290323,16435.579999999998,1
162,55,1516.24,530,27.568,1.7636363636363637,83393.2,1
331,29,492.65000000000003,197,16.98793103448276,0.0,14286.85,1
225,10,112.32,88,11.232,0.0,1123.1999999999998,1
73,33,437.96,599,13.271515151515151,5.454545454545454,14452.679999999998,1
50,29,559.97,264,19.309310344827587,6.551724137931035,16239.130000000001,1
98,64,1119.74,744,17.4959375,2.984375,71663.36,1
14,225,4216.2,1984,18.738666666666667,0.8755555555555555,948645.0,1
196,8,134.04,52,16.755,0.0,1072.32,1
2,156,3729.34,2668,23.906025641025643,2.3333333333333335,581777.04,1
30,32,595.25,161,18.6015625,1.71875,19048.0,1
20,27,1910.01,541,70.74111111111111,5.7407407407407405,51570.27,1
23,280,4628.75,4338,16.53125,0.7821428571428571,1296050.0,1
7,9,176.63,261,19.625555555555554,21.11111111111111,1589.67,1
212,16,426.6,188,26.6625,0.0,6825.6,1
8,47,911.26,292,19.388510638297873,5.957446808510638,42829.22,1
10,101,2314.65,915,22.917326732673267,3.4653465346534653,233779.65000000002,1
1,237,3883.25,2749,16.385021097046412,1.1518987341772151,920330.25,1
7,100,4871.93,1663,48.719300000000004,2.75,487193.0,1
2,61,1046.56,709,17.15672131147541,5.983606557377049,63840.159999999996,1
39,5,166.20000000000002,84,33.24,0.0,831.0000000000001,1
17,62,1305.33,865,21.053709677419352,4.145161290322581,80930.45999999999,1
7,1637,51527.3,58343,31.476664630421503,0.21502748930971288,84350190.10000001,1
7,143,3965.62,2149,27.73160839160839,2.4965034965034967,567083.66,1
18,3,43.2,32,14.4,0.0,129.60000000000002,1
116,13,640.14,606,49.24153846153846,0.0,8321.82,1
222,17,383.45,139,22.555882352941175,0.0,6518.65,1
70,105,1858.96,1089,17.70438095238095,0.6095238095238096,195190.80000000002,1
50,33,2093.32,1075,63.4339393939394,1.0303030303030303,69079.56000000001,1
88,180,2995.72,2058,16.642888888888887,1.5777777777777777,539229.6,1
7,117,2352.53,1633,20.10709401709402,2.9914529914529915,275246.01,1
242,20,310.26,146,15.513,0.0,6205.2,1
46,87,1611.59,1012,18.524022988505745,3.3333333333333335,140208.33,1
106,8,120.0,296,15.0,0.0,960.0,1
44,101,2481.13,1021,24.565643564356435,2.1881188118811883,250594.13,1
64,24,508.58000000000004,255,21.190833333333334,0.0,12205.920000000002,1
206,31,477.79,325,15.412580645161292,4.064516129032258,14811.49,1
10,123,1530.75,2406,12.445121951219512,2.6178861788617884,188282.25,1
